county,state,None,D0,D1,D2,D3,D4,blueVoter,redVoter,target
Montgomery County,MD,61.7,38.3,21.4,2.8,0,0,286493,110940,0
Montgomery County,MO,61.6,38.4,9.7,0,0,0,1734,3486,1
Montgomery County,MS,69.2,30.8,17.9,6.9,4.1,0,2245,2543,1
Montgomery County,NC,68.1,31.9,7.3,0,0,0,4689,6389,1
Montgomery County,NY,83.9,16.1,5.5,0,0,0,7881,8622,1
Montgomery County,OH,96.4,3.6,0,0,0,0,128983,121188,0
Montgomery County,PA,75.1,24.9,12.5,0.5,0,0,227561,169903,0
Montgomery County,TN,81.8,18.2,5.1,3.2,0,0,24349,30159,1
Montgomery County,TX,89.8,10.2,0.3,0,0,0,32852,137822,1
Montgomery County,VA,77,23,0.3,0,0,0,19903,20006,1
Montmorency County,MI,86.1,13.9,4.8,0.6,0,0,2049,2928,1
Montour County,PA,68.4,31.6,3.3,0,0,0,3026,4636,1
Montrose County,CO,38.1,61.9,43,38.6,31.4,12.1,5852,12789,1
Moody County,SD,86.7,13.3,1.3,0,0,0,1429,1535,1
Moore County,NC,72,28,6.5,0,0,0,16371,29336,1
Moore County,TN,74.2,25.8,13.3,4.8,1.8,0,705,2053,1
Moore County,TX,60.7,39.3,21.6,14.5,9,0.1,963,3967,1
Mora County,NM,36.7,63.3,41.6,32.3,20.1,4.1,1952,591,0
Morehouse Parish,LA,66,34,18.5,11.4,1,0,5887,6591,1
Morgan County,AL,64,36,22.4,11.7,4.1,0.3,13401,35309,1
Morgan County,CO,53.5,46.5,2.3,0,0,0,3761,6461,1
Morgan County,GA,61.9,38.1,22.2,14.6,9.9,5.7,2751,6178,1
Morgan County,IL,59.7,40.3,16.2,0,0,0,5792,7962,1
Morgan County,IN,87.1,12.9,2.5,0,0,0,7969,19591,1
Morgan County,KY,90.4,9.6,5.5,3.3,0,0,1369,3021,1
Morgan County,MO,62.2,37.8,11.4,2.1,0,0,2773,5733,1
Morgan County,OH,92.1,7.9,0,0,0,0,2772,3136,1
Morgan County,TN,76.5,23.5,11.5,5.8,1.9,0.1,1722,4668,1
Morgan County,UT,40.3,59.7,39.2,19.4,1.3,0,386,3910,1
Morgan County,WV,92.8,7.2,0.4,0,0,0,2361,4508,1
Morrill County,NE,68.9,31.1,1.2,0,0,0,450,1658,1
Morris County,KS,56.9,43.1,23.2,18.7,8.9,1,705,1750,1
Morris County,NJ,70.6,29.4,18.4,8.5,0,0,90313,114265,1
Morris County,TX,53.1,46.9,30.7,13.7,2.7,0,1856,3226,1
Morrison County,MN,92.7,7.3,0,0,0,0,6153,10159,1
Morrow County,OH,89.2,10.8,0.9,0,0,0,5780,9662,1
Morrow County,OR,44,56,28.7,7.1,0,0,1189,2524,1
Morton County,KS,56.3,43.7,35.1,26.4,11.6,4.6,180,1050,1
Morton County,ND,56,44,29.5,8.7,5.5,0.6,4467,8669,1
Motley County,TX,55.3,44.7,31.4,20.1,10.3,0,55,538,1
Moultrie County,IL,86.2,13.8,0.5,0,0,0,2142,3781,1
Mountrail County,ND,45.3,54.7,38.1,8.7,5.4,2,1401,1960,1
Mower County,MN,97,3,0,0,0,0,11129,6938,0
Muhlenberg County,KY,92.2,7.8,5.1,3.2,0,0,4771,7762,1
Multnomah County,OR,49.5,50.5,29,14.3,0,0,261222,71947,0
Murray County,GA,70.4,29.6,25.6,22.7,16,5.6,2542,8439,1
Murray County,MN,94.7,5.3,0,0,0,0,2160,2504,1
Murray County,OK,63.5,36.5,24.2,11,1.3,0,1540,3606,1
Muscatine County,IA,63,37,4.8,0,0,0,11213,8152,0
Muscogee County,GA,57.9,42.1,22,8.6,5.7,3,42458,27469,0
Muskegon County,MI,93.4,6.6,1.4,0,0,0,44436,30882,0
Muskingum County,OH,92.1,7.9,0.2,0,0,0,16327,18826,1
Muskogee County,OK,61.3,38.7,27.9,16,0.1,0,9943,13392,1
Musselshell County,MT,75.3,24.7,17.9,10.5,2.8,0.8,482,1792,1
Nacogdoches County,TX,67.9,32.1,14.7,1.9,0,0,6441,13910,1
Nance County,NE,88.1,11.9,1.2,0,0,0,477,1098,1
Nantucket County,MA,80.9,19.1,2.5,0,0,0,3828,2185,0
Napa County,CA,60.1,39.9,13.3,0,0,0,19964,11647,0
Nash County,NC,72.8,27.2,1.4,0,0,0,24214,23769,0
Nassau County,FL,64.1,35.9,11.5,3.2,0.5,0,10249,29926,1
Nassau County,NY,73.5,26.5,19.6,9,0,0,243649,212882,0
Natchitoches Parish,LA,66.3,33.7,21.3,8.6,0.6,0,7941,9077,1
Natrona County,WY,95.1,4.9,0.1,0,0,0,8960,22129,1
Navajo County,AZ,23.6,76.4,53.3,36,25.7,8.4,16157,19155,1
Navarro County,TX,60.6,39.4,17.8,2.2,0,0,4348,10838,1
Nelson County,KY,91.6,8.4,5.1,3.2,0,0,7611,10673,1
Nelson County,ND,58.1,41.9,8.6,1.8,0,0,766,862,1
Nelson County,VA,63.1,36.9,11.6,0,0,0,4171,3944,0
Nemaha County,KS,61,39,20.1,6.1,1.1,0,988,3878,1
Nemaha County,NE,73.9,26.1,3.3,0,0,0,1089,1979,1
Neosho County,KS,66.1,33.9,17.1,0.7,0,0,2012,4193,1
Neshoba County,MS,65,35,24.2,12.7,3.2,0,3030,7772,1
Ness County,KS,54.9,45.1,31.9,12,0,0,211,1190,1
Nevada County,AR,69.4,30.6,19,4.8,1.7,0,1314,1996,1
Nevada County,CA,68.6,31.4,9.7,1.1,0,0,14261,15696,1
New Castle County,DE,81.6,18.4,5.4,0,0,0,167051,81226,0
New Hanover County,NC,88.7,11.3,5.1,0,0,0,48038,52792,1
New Haven County,CT,71.6,28.4,23.7,18.5,2.9,0,230040,137942,0
New Kent County,VA,80.4,19.6,0.1,0,0,0,3555,7246,1
New London County,CT,71.4,28.6,22.6,6.5,0,0,66510,45715,0
New Madrid County,MO,76,24,6.9,1.3,0,0,2814,4284,1
New York County,NY,71,29,16.8,1.6,0,0,417861,72300,0
Newaygo County,MI,92.3,7.7,1.2,0,0,0,8723,12458,1
Newberry County,SC,54.8,45.2,22.5,3.2,0,0,6891,9218,1
Newport County,RI,65.3,34.7,19.3,4.5,0,0,23507,16343,0
Newton County,AR,64.2,35.8,29.7,14.3,0,0,993,2508,1
Newton County,GA,65.9,34.1,21.7,14.6,9.9,4.6,21844,20979,0
Newton County,IN,93.1,6.9,0,0,0,0,2212,3291,1
Newton County,MO,55.3,44.7,19.1,4.1,0.2,0,6425,18179,1
Newton County,MS,67.3,32.7,21.8,9.5,3,0,3069,5909,1
Newton County,TX,81.3,18.7,9.7,2.2,0,0,1721,4399,1
Nez Perce County,ID,67.5,32.5,4.1,0,0,0,6451,9967,1
Niagara County,NY,71.5,28.5,20.6,7.6,0,0,40862,40397,0
Nicholas County,KY,92.3,7.7,4.7,3.2,0,0,948,1583,1
Nicholas County,WV,97,3,0,0,0,0,2635,5823,1
Nicollet County,MN,99.6,0.4,0,0,0,0,9652,8214,0
Niobrara County,WY,65.7,34.3,5.7,1.1,0,0,200,1022,1
Noble County,IN,92.9,7.1,2,0,0,0,5229,10680,1
Noble County,OH,92.6,7.4,0,0,0,0,2082,3498,1
Noble County,OK,48.2,51.8,29.1,18.7,0.1,0,1142,3484,1
Nobles County,MN,89.9,10.1,0.1,0,0,0,3793,4581,1
Nodaway County,MO,68.7,31.3,14.6,4.9,2.5,0.2,3172,5593,1
Nolan County,TX,75.7,24.3,8.7,1.2,0,0,1216,3277,1
Norfolk County,MA,69.3,30.7,21.8,11.9,5.7,0,200891,144654,0
Norman County,MN,88.2,11.8,2.4,0,0,0,1730,1384,0
Northampton County,NC,80.2,19.8,0.5,0,0,0,7210,3474,0
Northampton County,PA,72.7,27.3,15.4,5.8,0,0,65014,59242,0
Northampton County,VA,80.9,19.1,0,0,0,0,3737,2676,0
Northumberland County,PA,69.7,30.3,13.5,0,0,0,12392,18516,1
Northumberland County,VA,83.3,16.7,0,0,0,0,3186,4308,1
Norton County,KS,66.1,33.9,0.5,0,0,0,393,1855,1
Nottoway County,VA,61.9,38.1,16.7,0,0,0,3344,3409,1
Nowata County,OK,48.5,51.5,21.9,5.6,0.1,0,1244,2832,1
Noxubee County,MS,57.1,42.9,29.9,12.3,3.2,0,4920,1325,0
Nuckolls County,NE,65,35,10.6,0,0,0,567,1563,1
Nueces County,TX,56.2,43.8,15.2,1.2,0,0,45666,48779,1
O'Brien County,IA,85.5,14.5,3.6,0,0,0,1964,5259,1
Oakland County,MI,87,13,1.6,0,0,0,349055,296531,0
Obion County,TN,81.2,18.8,5.6,2,0,0,3320,8814,1
Ocean County,NJ,83.9,16.1,8,0,0,0,96500,138594,1
Oceana County,MI,93.1,6.9,1.3,0,0,0,5063,6239,1
Ochiltree County,TX,61.3,38.7,23.6,16.7,13,5.3,253,2718,1
Oconee County,GA,66.3,33.7,21.4,11.7,6.3,2.5,4140,12222,1
Oconee County,SC,68.5,31.5,22.4,16.7,11.2,1.6,8537,21573,1
Oconto County,WI,92.8,7.2,0,0,0,0,8810,10691,1
Ogemaw County,MI,96.3,3.7,0.6,0,0,0,4791,5437,1
Ogle County,IL,93.4,6.6,0,0,0,0,9504,13409,1
Oglethorpe County,GA,56.9,43.1,22.7,10.4,6.3,3.8,1913,4250,1
Ohio County,IN,95.6,4.4,0,0,0,0,992,1757,1
Ohio County,KY,92.9,7.1,4.8,2.9,0,0,2987,6470,1
Ohio County,WV,100,0,0,0,0,0,6623,10577,1
Okaloosa County,FL,74.4,25.6,13.5,4.4,0.6,0,23390,70143,1
Okanogan County,WA,48.3,51.7,29,0,0,0,5259,7151,1
Okeechobee County,FL,67.9,32.1,15.4,7.3,2,0,4856,7325,1
Okfuskee County,OK,64.9,35.1,22.8,12.3,0,0,1251,2328,1
Oklahoma County,OK,55.6,44.4,21.3,13.2,0,0,106812,149525,1
Okmulgee County,OK,63,37,24.4,10.6,0,0,5416,7712,1
Oktibbeha County,MS,56.4,43.6,27.9,10.8,3.2,0,8030,7728,0
Oldham County,KY,92.1,7.9,4.1,2.4,0,0,9240,20179,1
Oldham County,TX,59.7,40.3,23.5,17.7,9.4,0.5,71,786,1
Oliver County,ND,51.7,48.3,29.1,8.7,5.6,0,281,693,1
Olmsted County,MN,97.6,2.4,0,0,0,0,39338,36832,0
Oneida County,ID,54.8,45.2,20,13.1,0,0,217,1838,1
Oneida County,NY,82,18,2.2,0,0,0,37388,41639,1
Oneida County,WI,93.1,6.9,0,0,0,0,10439,10905,1
Onondaga County,NY,80.7,19.3,7.6,2.9,0,0,112664,72807,0
Onslow County,NC,87.3,12.7,7.6,0,0,0,18115,31695,1
Ontario County,NY,76.5,23.5,11.6,8.2,5.5,0,21285,21998,1
Ontonagon County,MI,92.1,7.9,0,0,0,0,1585,1906,1
Orange County,CA,4.9,95.1,82.2,43.2,14.6,8.9,457077,541592,1
Orange County,FL,71.9,28.1,10.3,4.5,1.3,0,274227,189057,0
Orange County,IN,86.6,13.4,4.8,0,0,0,2939,4615,1
Orange County,NC,62.9,37.1,13.9,0,0,0,53404,21398,0
Orange County,NY,69.7,30.3,18.4,11.5,2.2,0,67709,60984,0
Orange County,TX,84.1,15.9,3.5,0.1,0,0,6797,23361,1
Orange County,VA,64.7,35.3,18.2,0.8,0,0,6870,9244,1
Orange County,VT,58.9,41.1,13.8,0.1,0,0,9075,4588,0
Orangeburg County,SC,68.2,31.8,6.4,1.1,0,0,30454,11888,0
Oregon County,MO,59.9,40.1,24.4,10.8,3.1,0,1419,2886,1
Orleans County,NY,68.9,31.1,17.7,7.6,0,0,5411,8076,1
Orleans County,VT,62.7,37.3,9.2,1.7,0,0,7116,4306,0
Orleans Parish,LA,73.1,26.9,4.5,1.3,0,0,126199,27967,0
Osage County,KS,58.3,41.7,23.4,15.9,1.9,0,2228,4336,1
Osage County,MO,64.1,35.9,12.2,0.1,0,0,1472,5330,1
Osage County,OK,48.5,51.5,29.9,11.2,0.1,0,6695,11218,1
Osborne County,KS,56.8,43.2,16.5,0,0,0,320,1448,1
Osceola County,FL,67.5,32.5,15.1,5.7,2.5,0,67201,40581,0
Osceola County,IA,88,12,1.3,0,0,0,909,2225,1
Osceola County,MI,93,7,0,0,0,0,3981,6140,1
Oscoda County,MI,91.3,8.7,2,0,0,0,1654,2308,1
Oswego County,NY,82.5,17.5,9.3,5.1,0,0,21733,18503,0
Otero County,CO,39.6,60.4,50.3,21.2,10.8,1.6,3566,4315,1
Otero County,NM,46.8,53.2,28.5,8.6,0.1,0,6715,12219,1
Otoe County,NE,81.7,18.3,2.4,0,0,0,2542,4226,1
Otsego County,MI,87.4,12.6,3.3,1.3,0,0,4681,7008,1
Otsego County,NY,86.4,13.6,0.1,0,0,0,10975,10527,0
Ottawa County,KS,64.7,35.3,19.7,1.7,0,0,548,2260,1
Ottawa County,MI,92.5,7.5,0.2,0,0,0,43068,88503,1
Ottawa County,OH,86.3,13.7,1.8,0,0,0,11214,10323,0
Ottawa County,OK,60.4,39.6,16.5,3.4,0.5,0,3508,6465,1
Otter Tail County,MN,91.1,8.9,0,0,0,0,12165,18860,1
Ouachita County,AR,68.2,31.8,19.5,4.1,1.2,0,4626,5516,1
Ouachita Parish,LA,59.6,40.4,17.2,11,0.8,0,26629,40927,1
Ouray County,CO,43.4,56.6,42.9,38.5,31.5,12.6,1640,1470,0
Outagamie County,WI,93.6,6.4,0,0,0,0,45565,47294,1
Overton County,TN,85.8,14.2,5.8,3.2,1.3,0,2802,4772,1
Owen County,IN,87.6,12.4,2.3,0,0,0,2823,5062,1
Owen County,KY,92.7,7.3,4,2.5,0,0,1501,2971,1
Owsley County,KY,88.9,11.1,5.9,3.8,0.6,0,283,1279,1
Owyhee County,ID,56.5,43.5,20.4,9.9,0,0,833,2794,1
Oxford County,ME,70.9,29.1,11.6,1,0,0,16052,11766,0
Ozark County,MO,61.6,38.4,18.1,9.9,1.2,0,1261,3080,1
Ozaukee County,WI,93.8,6.2,0,0,0,0,19075,35991,1
Pacific County,WA,62.1,37.9,22.3,11.6,0,0,5684,4484,0
Page County,IA,80.3,19.7,2.1,0,0,0,2588,4338,1
Page County,VA,70.4,29.6,3.6,0,0,0,3724,6344,1
Palm Beach County,FL,68.5,31.5,12.9,0.8,0,0,349418,247257,0
Palo Alto County,IA,94.1,5.9,2.5,0,0,0,2124,2649,1
Palo Pinto County,TX,67.1,32.9,15,6.7,0,0,1810,7392,1
Pamlico County,NC,88.2,11.8,3.3,0,0,0,2632,4032,1
Panola County,MS,68.6,31.4,14.8,5.4,0.7,0,9079,7629,0
Panola County,TX,57.6,42.4,26.4,5.1,0,0,2211,7941,1
Park County,CO,33.1,66.9,35.1,11.9,0.1,0,3721,5085,1
Park County,MT,84.9,15.1,6.5,0.9,0,0,3728,4637,1
Park County,WY,85.6,14.4,4.3,1.6,0,0,2927,11234,1
Parke County,IN,81.8,18.2,5.1,0,0,0,2106,4228,1
Parker County,TX,59.6,40.4,18.9,9.1,1.4,0,7804,38980,1
Parmer County,TX,59.7,40.3,23.3,14.4,1.8,0,528,2005,1
Pasco County,FL,83,17,7.3,4.7,0,0,98148,112335,1
Pasquotank County,NC,86.4,13.6,0,0,0,0,9970,7216,0
Passaic County,NJ,68.9,31.1,16.8,11.7,0,0,104057,59181,0
Patrick County,VA,69.8,30.2,14.7,0,0,0,2417,5622,1
Paulding County,GA,60.8,39.2,27.5,21.7,11.4,5.5,15779,40771,1
Paulding County,OH,94.2,5.8,0.5,0,0,0,3435,5248,1
Pawnee County,KS,52.7,47.3,29,13.9,4.7,0,704,1808,1
Pawnee County,NE,69.2,30.8,5.6,0,0,0,396,897,1
Pawnee County,OK,46.2,53.8,27.5,13.6,0.2,0,1813,4228,1
Payette County,ID,39.9,60.1,19.7,6.3,0,0,2271,6004,1
Payne County,OK,50.4,49.6,18.8,11.9,0,0,9193,16467,1
Peach County,GA,45.7,54.3,31.2,9.6,6.3,1.4,6141,5280,0
Pearl River County,MS,86.1,13.9,4.5,1.3,0,0,3813,15836,1
Pecos County,TX,79.1,20.9,8.5,0.8,0,0,1591,2512,1
Pembina County,ND,45.9,54.1,17.9,0.6,0,0,1245,1893,1
Pemiscot County,MO,84,16,6.9,1.8,0,0,2671,3596,1
Pend Oreille County,WA,47.4,52.6,15.8,1.2,0,0,2501,3942,1
Pender County,NC,84.9,15.1,6.7,0,0,0,9455,14368,1
Pendleton County,KY,93.2,6.8,3.3,1.6,0,0,1859,3556,1
Pendleton County,WV,79.9,20.1,0.6,0,0,0,1067,2087,1
Pennington County,MN,78.2,21.8,7.5,0.1,0,0,3024,3304,1
Pennington County,SD,43.1,56.9,43.3,17.5,5.1,0,15122,28229,1
Penobscot County,ME,69.4,30.6,13,3.9,0,0,38816,36592,0
Peoria County,IL,85.9,14.1,0,0,0,0,40050,36617,0
Pepin County,WI,0,0,0,0,0,0,1875,1793,0
Perkins County,NE,63.3,36.7,14.5,0,0,0,237,1133,1
Perkins County,SD,37.9,62.1,45.7,27.2,3.4,0,319,1205,1
Perquimans County,NC,0,0,0,0,0,0,2747,3814,1
Perry County,AL,69.3,30.7,14.9,6.9,3.6,0,4536,1504,0
Perry County,AR,61.7,38.3,22.3,5.7,2.1,0,1187,2580,1
Perry County,IL,72.4,27.6,4.5,0,0,0,3813,5497,1
Perry County,IN,89.3,10.7,4.5,0,0,0,4314,3403,0
Perry County,KY,88,12,6.4,3.2,0.6,0,2047,8040,1
Perry County,MO,67.8,32.2,12.9,0,0,0,2184,5669,1
Perry County,MS,87.6,12.4,5.6,3.2,1.3,0,1519,4110,1
Perry County,OH,93.6,6.4,0,0,0,0,6857,7498,1
Perry County,PA,72.7,27.3,13.9,0,0,0,5430,12511,1
Perry County,TN,83.2,16.8,5.7,3.2,0,0,992,1578,1
Person County,NC,62.8,37.2,15.3,0,0,0,8384,10467,1
Petroleum County,MT,71.1,28.9,22.2,17.9,9,3.8,49,240,1
Pettis County,MO,56.1,43.9,14.9,4.5,0,0,5902,10840,1
Phelps County,MO,62.7,37.3,18.1,4.2,0,0,5798,11893,1
Phelps County,NE,65.5,34.5,0.1,0,0,0,875,3372,1
Philadelphia County,PA,73.9,26.1,15,0,0,0,557024,91840,0
Phillips County,AR,72.5,27.5,9.5,1.8,0,0,5179,2591,0
Phillips County,CO,71,29,11.8,0,0,0,588,1637,1
Phillips County,KS,68.7,31.3,0,0,0,0,376,2116,1
Phillips County,MT,57.7,42.3,30.6,21.3,16.2,6.3,471,1688,1
Piatt County,IL,85.5,14.5,3,0,0,0,3081,5412,1
Pickaway County,OH,95.5,4.5,0,0,0,0,9335,13713,1
Pickens County,AL,59.4,40.6,28.7,15.9,7.9,0.1,4448,5119,1
Pickens County,GA,66.3,33.7,27.1,24.1,15.9,5.1,1975,10547,1
Pickens County,SC,69.3,30.7,21.6,14.7,10,1.2,11122,33385,1
Pickett County,TN,89.3,10.7,5.8,3.3,1.3,0,711,1707,1
Pierce County,GA,56.4,43.6,24.3,10,1.3,0,1124,5666,1
Pierce County,ND,35.4,64.6,41.6,7.6,0,0,656,1462,1
Pierce County,NE,85.7,14.3,4.9,0,0,0,637,2707,1
Pierce County,WA,53.4,46.6,27.2,3.6,0,0,180478,144026,0
Pierce County,WI,96.2,3.8,0,0,0,0,10213,10383,1
Pike County,AL,57.8,42.2,24.9,7.8,3.5,0,6009,7939,1
Pike County,AR,71.5,28.5,19.3,6.1,2.5,0,850,2847,1
Pike County,GA,53.7,46.3,22.8,14.6,11.9,5.3,1355,6660,1
Pike County,IL,57.9,42.1,13.9,0,0,0,2276,4853,1
Pike County,IN,82.3,17.7,3,0,0,0,2125,3627,1
Pike County,KY,88.5,11.5,3.1,0.9,0,0,5645,17589,1
Pike County,MO,54.9,45.1,16.2,0,0,0,2581,4576,1
Pike County,MS,81.2,18.8,4.7,1.3,0,0,9304,7986,0
Pike County,OH,96.1,3.9,0.5,0,0,0,5490,5535,1
Pike County,PA,72.8,27.2,15.9,5.9,0,0,10170,12713,1
Pima County,AZ,21.7,78.3,59.9,23.3,8.6,0,183470,162927,0
Pinal County,AZ,19.4,80.6,55.8,22.7,9.2,0.2,41428,58947,1
Pine County,MN,97.8,2.2,0,0,0,0,6750,6845,1
Pinellas County,FL,81.3,18.7,8.9,5.7,0,0,238966,213192,0
Pipestone County,MN,89.1,10.9,0,0,0,0,1728,2828,1
Piscataquis County,ME,82.1,17.9,7.1,2,0,0,4168,4577,1
Pitkin County,CO,42,58,40.2,27.7,12.7,0,6648,2941,0
Pitt County,NC,85.1,14.9,0,0,0,0,40701,35534,0
Pittsburg County,OK,63.7,36.3,26.6,14.4,0.2,0,4813,10785,1
Pittsylvania County,VA,65.7,34.3,10.3,0,0,0,10855,19275,1
Piute County,UT,33.8,66.2,42.6,28.1,11.7,0,74,696,1
Placer County,CA,70.1,29.9,11.6,1.1,0,0,49126,74460,1
Plaquemines Parish,LA,70.2,29.8,2,0,0,0,3597,6469,1
Platte County,MO,59.5,40.5,19.5,6.4,1.3,0.3,19171,25617,1
Platte County,NE,89.6,10.4,1.9,0,0,0,3095,9963,1
Platte County,WY,80.7,19.3,0,0,0,0,1223,3136,1
Pleasants County,WV,95.3,4.7,0,0,0,0,942,1805,1
Plumas County,CA,73.1,26.9,14.9,1.1,0,0,3670,5240,1
Plymouth County,IA,88.6,11.4,4.1,1.1,0,0,4148,8577,1
Plymouth County,MA,66.1,33.9,20.8,9.4,3,0,130278,120708,0
Pocahontas County,IA,91.2,8.8,4.5,0.5,0,0,1518,2388,1
Pocahontas County,WV,89.8,10.2,0,0,0,0,1298,2167,1
Poinsett County,AR,83.2,16.8,6.8,1.8,0,0,2387,4967,1
Pointe Coupee Parish,LA,78.7,21.3,5,1.5,0,0,5436,6548,1
Polk County,AR,58.8,41.2,30.6,7.8,2,0,1556,5950,1
Polk County,FL,77.4,22.6,9.3,5.8,2.2,0,114610,131566,1
Polk County,GA,58.1,41.9,30.5,22.2,10.8,7.2,3608,9798,1
Polk County,IA,75.5,24.5,6.9,0,0,0,128264,96029,0
Polk County,MN,83.5,16.5,2,0,0,0,6773,7615,1
Polk County,MO,59.8,40.2,9.3,2.6,0.9,0,3580,9252,1
Polk County,NC,75.8,24.2,19.7,12.5,3.2,0,4000,6219,1
Polk County,NE,83.4,16.6,0,0,0,0,527,1886,1
Polk County,OR,53.3,46.7,29.6,14,0,0,15761,17377,1
Polk County,TN,71.6,28.4,25.1,21.5,10.9,3.1,1856,4108,1
Polk County,TX,79.6,20.4,3.8,0,0,0,4836,14019,1
Polk County,WI,97,3,0,0,0,0,10054,12075,1
Pondera County,MT,71.6,28.4,15,4.2,1.1,0,969,1666,1
Pontotoc County,MS,54.7,45.3,26.4,6.8,2.5,0,2785,9403,1
Pontotoc County,OK,62.2,37.8,29,17.6,1.6,0,3934,8921,1
Pope County,AR,62.5,37.5,25.7,9.7,0,0,5108,14733,1
Pope County,IL,82.5,17.5,2.2,0.4,0,0,649,1511,1
Pope County,MN,92,8,0.9,0,0,0,2981,3142,1
Portage County,OH,85.1,14.9,8,0,0,0,38082,34465,0
Portage County,WI,94.4,5.6,0,0,0,0,22052,16599,0
Porter County,IN,92.5,7.5,0,0,0,0,36950,34197,0
Posey County,IN,82.5,17.5,1.2,0,0,0,4531,7427,1
Pottawatomie County,KS,63.7,36.3,18.8,11.3,0.7,0,2291,6692,1
Pottawatomie County,OK,61.2,38.8,23,11.6,0.5,0,7182,16240,1
Pottawattamie County,IA,89.4,10.6,0.2,0,0,0,19347,21751,1
Potter County,PA,85.5,14.5,7.6,3.2,0,0,1892,5199,1
Potter County,SD,48.1,51.9,29.1,11.5,2.7,0,339,1029,1
Potter County,TX,53.4,46.6,27.7,23.1,15.2,0.9,7114,18905,1
Powder River County,MT,67.8,32.2,17.8,6.4,0.1,0,170,833,1
Powell County,KY,92.1,7.9,5.1,3.2,0,0,1620,2726,1
Powell County,MT,63.3,36.7,19.1,3.4,0,0,884,1798,1
Power County,ID,62.3,37.7,8.8,1,0,0,982,1870,1
Poweshiek County,IA,69.2,30.8,8.2,0,0,0,5307,4409,0
Powhatan County,VA,65.5,34.5,10.5,0,0,0,4066,11192,1
Prairie County,AR,73.8,26.2,12.1,2.5,0.1,0,877,2149,1
Prairie County,MT,62.7,37.3,22.7,14.4,5.5,1.7,167,518,1
Pratt County,KS,57.6,42.4,21.7,14.3,6.8,0,974,2730,1
Preble County,OH,94.7,5.3,0,0,0,0,6005,13202,1
Prentiss County,MS,54.6,45.4,18.8,5.3,1.9,0,2817,7075,1
Presidio County,TX,63.7,36.3,12.2,1.7,0,0,1273,504,0
Presque Isle County,MI,86.3,13.7,5.3,0.8,0,0,3192,3794,1
Preston County,WV,98.5,1.5,0,0,0,0,2916,7841,1
Price County,WI,94.6,5.4,0,0,0,0,3882,3879,0
Prince Edward County,VA,63.4,36.6,16.7,0,0,0,5132,3952,0
Prince George's County,MD,62.6,37.4,17.9,1.1,0,0,317342,32236,0
Prince George County,VA,77.6,22.4,3.3,0,0,0,7671,9350,1
Prince William County,VA,63.1,36.9,19.2,3.5,0,0,103161,74371,0
Providence County,RI,73,27,20.8,4.2,0,0,156022,74344,0
Prowers County,CO,51.6,48.4,31.3,15.2,9.5,0,1498,3200,1
Pueblo County,CO,36.7,63.3,53.1,27.9,9.2,0.9,40624,31023,0
Pulaski County,AR,62.5,37.5,19.8,4.8,1.8,0,87055,68856,0
Pulaski County,GA,46.4,53.6,21.5,5.7,3.9,0,1219,2444,1
Pulaski County,IL,79.1,20.9,2.3,0.2,0,0,1389,1562,1
Pulaski County,IN,95.6,4.4,0,0,0,0,1899,3366,1
Pulaski County,KY,88.8,11.2,6.2,3.8,1.6,0,4976,20714,1
Pulaski County,MO,62.9,37.1,13.7,0.6,0,0,4199,9092,1
Pulaski County,VA,79.3,20.7,4.5,0,0,0,5287,8917,1
Pushmataha County,OK,52.9,47.1,34.2,15.6,2.5,0,1043,3087,1
Putnam County,FL,79.5,20.5,4.9,0,0,0,11666,19326,1
Putnam County,GA,43.4,56.6,23.3,12.5,9.6,5.1,2917,6210,1
Putnam County,IL,93.3,6.7,0,0,0,0,1558,1500,0
Putnam County,IN,83.9,16.1,4.4,0,0,0,4504,9004,1
Putnam County,MO,42.1,57.9,29.5,6,2.7,0.3,587,1673,1
Putnam County,NY,69,31,20.1,14.1,0.9,0,17851,22436,1
Putnam County,OH,92.1,7.9,0,0,0,0,4238,13563,1
Putnam County,TN,82,18,6,3.3,1.3,0,7793,17242,1
Putnam County,WV,96.7,3.3,0,0,0,0,7198,15926,1
Quay County,NM,51.9,48.1,32,19.3,10,0,1382,2194,1
Queen Anne's County,MD,84.4,15.6,1.4,0,0,0,7898,14879,1
Queens County,NY,73,27,16.2,2.2,0,0,399970,103193,0
Quitman County,GA,54.6,45.4,22.5,9.7,3.5,0,612,510,0
Quitman County,MS,68.7,31.3,14.2,4.8,0.1,0,2837,1116,0
Rabun County,GA,68.9,31.1,23,17.8,13.5,1.9,1558,5753,1
Racine County,WI,89.9,10.1,2.7,0,0,0,52887,49173,0
Rains County,TX,58.1,41.9,20.3,3.5,0,0,754,3265,1
Raleigh County,WV,94,6,0,0,0,0,7651,20375,1
Ralls County,MO,55.7,44.3,19.4,0,0,0,1736,3231,1
Ramsey County,MN,97.9,2.1,0,0,0,0,184936,86799,0
Ramsey County,ND,43.6,56.4,14.3,0.2,0,0,2162,2659,1
Randall County,TX,55.6,44.4,30.2,24.4,16.1,3.9,7553,41366,1
Randolph County,AL,62.8,37.2,25.9,16,7.9,4.1,3076,7219,1
Randolph County,AR,64.9,35.1,23.4,8.7,0.4,0,2040,3699,1
Randolph County,GA,54.6,45.4,23.3,8.2,2.1,0,1749,1249,0
Randolph County,IL,67.9,32.1,12.1,0.1,0,0,5753,8284,1
