county,state,None,D0,D1,D2,D3,D4,blueVoter,redVoter,target
Dixie County,FL,79.8,20.2,3.3,0,0,0,1798,5052,1
Dixon County,NE,85.5,14.5,4.6,2.3,0,0,870,1745,1
Doddridge County,WV,95.8,4.2,0,0,0,0,571,2108,1
Dodge County,GA,48.5,51.5,13.9,3.8,1.5,0,2440,5214,1
Dodge County,MN,99.8,0.2,0,0,0,0,4487,5522,1
Dodge County,NE,90.7,9.3,0,0,0,0,5588,8937,1
Dodge County,WI,96.8,3.2,0,0,0,0,18745,25190,1
Dolores County,CO,40.8,59.2,43.4,38.7,33.2,24.7,329,838,1
Dona Ana County,NM,50.4,49.6,17.1,1.2,0,0,36778,26988,0
Doniphan County,KS,66.4,33.6,18.5,2.2,0.1,0,885,2397,1
Donley County,TX,45.1,54.9,37.1,22.9,16.1,5.3,226,1286,1
Dooly County,GA,45.3,54.7,29.6,9,4.7,0,2278,1983,0
Door County,WI,97.1,2.9,0,0,0,0,9338,8109,0
Dorchester County,MD,86.7,13.3,1.1,0,0,0,6570,7514,1
Dorchester County,SC,67.6,32.4,13.9,2.3,0,0,23390,32469,1
Dougherty County,GA,56,44,20.7,7.2,1.7,0,26209,11441,0
Douglas County,CO,30.7,69.3,35.9,0.3,0,0,54093,93930,1
Douglas County,GA,64.7,35.3,23.7,16.8,9.3,0.2,28410,26226,0
Douglas County,IL,91,9,2.4,0,0,0,2426,5331,1
Douglas County,KS,56,44,23.6,9.6,6.1,0.1,28012,17028,0
Douglas County,MN,91.3,8.7,0.1,0,0,0,8665,11905,1
Douglas County,MO,58,42,19.4,9.9,0,0,1709,4649,1
Douglas County,NE,85,15,0,0,0,0,99261,108319,1
Douglas County,OR,46.4,53.6,23.2,18.8,10.1,0,17032,30588,1
Douglas County,SD,79.2,20.8,7.7,1.5,0,0,332,1334,1
Douglas County,WA,47.8,52.2,2.7,0,0,0,5047,9287,1
Douglas County,WI,97.4,2.6,0,0,0,0,14855,7698,0
Drew County,AR,67.8,32.2,16.6,2.8,0.2,0,2627,3883,1
Dubois County,IN,86.4,13.6,5,0,0,0,6522,11654,1
Dubuque County,IA,92.4,7.6,0,0,0,0,28600,21265,0
Duchesne County,UT,41.9,58.1,40.6,23.9,5.5,0,570,5608,1
Dukes County,MA,72.3,27.7,6.8,2.5,0,0,7955,2789,0
Dundy County,NE,68.3,31.7,15.8,0,0,0,176,791,1
Dunklin County,MO,78.6,21.4,8.5,2,0,0,3635,6849,1
Dunn County,ND,50.2,49.8,32.2,8.8,4.7,0.2,493,1494,1
Dunn County,WI,95.5,4.5,0,0,0,0,11303,10210,0
DuPage County,IL,95.1,4.9,0,0,0,0,197411,193333,0
Duplin County,NC,80.9,19.1,4.8,0,0,0,8923,11330,1
Durham County,NC,64.6,35.4,13.9,0,0,0,109185,33326,0
Dutchess County,NY,66.6,33.4,20.3,13.4,1.2,0,59885,52320,0
Duval County,FL,67.2,32.8,8.2,0.2,0,0,196657,211553,1
Duval County,TX,63.1,36.9,12.8,0.7,0,0,3331,979,0
Dyer County,TN,83.4,16.6,6.2,2,0,0,3757,9921,1
Eagle County,CO,40.5,59.5,35.1,24.5,9.1,0,12598,9317,0
Early County,GA,60.4,39.6,23.3,7.2,1.5,0,2762,2556,0
East Baton Rouge Parish,LA,81.8,18.2,5.4,1.3,0,0,102460,92235,0
East Carroll Parish,LA,67.7,32.3,15.8,8.7,1.3,0,2244,1122,0
East Feliciana Parish,LA,78.4,21.6,5.5,1.3,0,0,4648,5397,1
Eastland County,TX,66.6,33.4,13.6,4.1,0,0,970,5443,1
Eaton County,MI,84,16,8,0,0,0,27912,26193,0
Eau Claire County,WI,95.5,4.5,0.2,0,0,0,30618,23218,0
Echols County,GA,59.3,40.7,21.5,5.7,0,0,173,917,1
Ector County,TX,80.2,19.8,11.7,1.5,0.1,0,8095,23936,1
Eddy County,ND,44.5,55.5,18.9,5.4,1.7,0,484,631,1
Eddy County,NM,53.9,46.1,28.9,11.2,0,0,6110,12546,1
Edgar County,IL,86.8,13.2,2.8,0,0,0,2563,5125,1
Edgecombe County,NC,83.1,16.9,0,0,0,0,18249,8494,0
Edgefield County,SC,48.1,51.9,15.5,1.7,0,0,4965,6511,1
Edmonson County,KY,89.4,10.6,5.1,3.2,0,0,1374,3232,1
Edmunds County,SD,41.3,58.7,34.2,11.5,0.3,0,622,1264,1
Edwards County,IL,74.1,25.9,0,0,0,0,754,2402,1
Edwards County,KS,49.8,50.2,30.8,15.3,9.2,0,291,1048,1
Edwards County,TX,62.8,37.2,17.1,5.2,0.6,0,232,641,1
Effingham County,GA,53.9,46.1,24.2,3,0,0,4941,15591,1
Effingham County,IL,80.5,19.5,0.9,0,0,0,3855,12491,1
El Dorado County,CA,74.1,25.9,13.6,3.5,0,0,34033,49661,1
El Paso County,CO,38.3,61.7,48.7,10.7,0.3,0,104989,163819,1
El Paso County,TX,76.3,23.7,2.5,0,0,0,112273,56517,0
Elbert County,CO,34.1,65.9,44.8,9.3,0,0,3542,10148,1
Elbert County,GA,59.3,40.7,21.5,16.5,8,3.7,3179,4857,1
Elk County,KS,63.1,36.9,15.9,7.8,0,0,277,1040,1
Elk County,PA,87.9,12.1,3.8,0.1,0,0,5144,7099,1
Elkhart County,IN,87.8,12.2,0.2,0,0,0,24376,42348,1
Elliott County,KY,90.9,9.1,6.3,3.1,0,0,1186,1126,0
Ellis County,KS,56.4,43.6,15.4,7.1,0,0,3464,9057,1
Ellis County,OK,45.8,54.2,40.3,26.1,15.2,6,226,1575,1
Ellis County,TX,59.9,40.1,18.5,3.1,0.2,0,13803,39353,1
Ellsworth County,KS,63.3,36.7,26.4,14.5,0,0,696,1905,1
Elmore County,AL,68.1,31.9,13.6,7.2,4.6,0,8940,26223,1
Elmore County,ID,59.7,40.3,2.6,0,0,0,2513,5227,1
Emanuel County,GA,54,46,19.6,0.6,0,0,2919,5086,1
Emery County,UT,35.5,64.5,42.3,32.8,17.5,0.6,569,3743,1
Emmet County,IA,95.9,4.1,0.1,0,0,0,2087,2499,1
Emmet County,MI,88.7,11.3,4.4,1.3,0,0,7225,10253,1
Emmons County,ND,57.8,42.2,27.5,11.3,4.5,0,383,1430,1
Erath County,TX,64.3,35.7,15.8,6.1,0.2,0,1965,10325,1
Erie County,NY,76.7,23.3,13.2,7.3,0.6,0,220184,159678,0
Erie County,OH,85.2,14.8,2.8,0,0,0,20969,16655,0
Erie County,PA,93.7,6.3,0.1,0,0,0,65136,46102,0
Escambia County,AL,64.1,35.9,14,5.1,0.6,0,5476,9263,1
Escambia County,FL,70,30,12.8,2.3,0,0,58154,88671,1
Essex County,MA,65.7,34.3,22.2,14.7,12.4,0,208723,149808,0
Essex County,NJ,70.6,29.4,19.1,7.7,0,0,217950,61595,0
Essex County,NY,63.2,36.8,22.7,2.6,0,0,8835,6495,0
Essex County,VA,80.8,19.2,0.2,0,0,0,3009,2602,0
Essex County,VT,73.6,26.4,0.7,0,0,0,1539,1169,0
Estill County,KY,91.9,8.1,5.1,3.5,0,0,1356,3749,1
Etowah County,AL,58.8,41.2,23.6,16.9,9.3,5.9,12792,29102,1
Evangeline Parish,LA,69.7,30.3,12.6,1.9,0,0,5330,10176,1
Evans County,GA,58.3,41.7,17.2,2.1,0,0,1266,2267,1
Fairfax County,VA,59.9,40.1,22.8,3.8,0,0,260835,173786,0
Fairfield County,CT,70.7,29.3,22.7,15.6,3,0,214757,172238,0
Fairfield County,OH,95.4,4.6,0,0,0,0,28831,40134,1
Fairfield County,SC,60.4,39.6,14.4,1.1,0,0,7743,3996,0
Fall River County,SD,53.7,46.3,31.1,5.3,0,0,1137,2256,1
Fallon County,MT,51.4,48.6,18.8,9.8,3.5,0,236,1123,1
Falls County,TX,53.1,46.9,22.8,12.3,1.1,0,2033,3356,1
Fannin County,GA,69.2,30.8,25.9,23.3,16.9,4.1,2027,7853,1
Fannin County,TX,50.5,49.5,30.9,13.4,1,0,2482,8143,1
Faribault County,MN,99.8,0.2,0,0,0,0,3407,4104,1
Faulk County,SD,41.2,58.8,27.6,7.3,0.1,0,331,765,1
Faulkner County,AR,61.6,38.4,21.8,4.6,1.2,0,13559,26653,1
Fauquier County,VA,67.1,32.9,13.1,1.4,0,0,13891,20955,1
Fayette County,AL,50.8,49.2,28.4,14.8,5.2,0,1803,6034,1
Fayette County,GA,69.7,30.3,17.9,12.9,6,1.6,19703,38046,1
Fayette County,IA,97.2,2.8,0.1,0,0,0,5709,4484,0
Fayette County,IL,81.1,18.9,3.1,0,0,0,2848,5950,1
Fayette County,IN,94.9,5.1,0,0,0,0,3553,5044,1
Fayette County,KY,91.9,8.1,5.1,3.2,0,0,62078,60793,0
Fayette County,OH,95,5,0,0,0,0,4075,6456,1
Fayette County,PA,99.9,0.1,0,0,0,0,21841,25845,1
Fayette County,TN,83.4,16.6,7.2,1.9,0,0,6683,12682,1
Fayette County,TX,66.4,33.6,7.1,0,0,0,2311,8098,1
Fayette County,WV,95.3,4.7,0,0,0,0,5368,8304,1
Fentress County,TN,84.1,15.9,6.9,3.4,1.3,0,1559,5240,1
Fergus County,MT,72.9,27.1,18.9,12.3,4.7,2,1628,4243,1
Ferry County,WA,48.3,51.7,14.3,0,0,0,1276,1966,1
Fillmore County,MN,95.4,4.6,0.9,0,0,0,5713,4913,0
Fillmore County,NE,72.9,27.1,2.8,0,0,0,794,1972,1
Finney County,KS,59.8,40.2,32.3,21.5,3.1,0,2307,5108,1
Fisher County,TX,63,37,21.1,8.1,0,0,512,1094,1
Flagler County,FL,81.6,18.4,4.3,0,0,0,23204,26966,1
Flathead County,MT,50.8,49.2,16.5,5.1,0,0,13534,27694,1
Fleming County,KY,91.7,8.3,4.7,3.2,0,0,1911,3780,1
Florence County,SC,66.3,33.7,3.9,0,0,0,28508,28825,1
Florence County,WI,92.6,7.4,0,0,0,0,952,1643,1
Floyd County,GA,59.5,40.5,29.8,22.3,12.5,7.9,9595,22636,1
Floyd County,IA,94.6,5.4,0,0,0,0,4674,3466,0
Floyd County,IN,90.8,9.2,4.5,2,0,0,14805,19868,1
Floyd County,KY,89.7,10.3,5.8,3.1,0.6,0,4733,9784,1
Floyd County,TX,58,42,29.4,21.6,6.5,0,551,1523,1
Floyd County,VA,72.1,27.9,6,0,0,0,2732,4671,1
Fluvanna County,VA,66.1,33.9,9.9,0,0,0,5885,6678,1
Foard County,TX,50.9,49.1,35.9,27.7,18.6,2.6,140,346,1
Fond du Lac County,WI,95,5,0,0,0,0,22356,30329,1
Ford County,IL,89.2,10.8,0,0,0,0,1654,4225,1
Ford County,KS,49.8,50.2,32.8,18.8,10.5,0.5,2468,5459,1
Forest County,PA,97.4,2.6,0,0,0,0,894,1381,1
Forest County,WI,92.5,7.5,0,0,0,0,2421,2172,0
Forrest County,MS,87.2,12.8,5,2.5,1.1,0,12079,15339,1
Forsyth County,GA,61.6,38.4,26.3,21.7,7.9,0.5,14544,65853,1
Forsyth County,NC,64.4,35.6,13.2,0,0,0,91606,79177,0
Fort Bend County,TX,90.8,9.2,0.4,0,0,0,101043,116028,1
Foster County,ND,53.6,46.4,11.7,2.1,0.4,0,604,1028,1
Fountain County,IN,88.5,11.5,1.5,0,0,0,2233,4660,1
Franklin County,AL,64.6,35.4,17.9,10.8,3.8,1.3,3171,7567,1
Franklin County,AR,57.7,42.3,31.2,19.2,5,0,1725,4631,1
Franklin County,FL,67.9,32.1,21.4,4.3,0,0,1845,3570,1
Franklin County,GA,66.9,33.1,22.9,19,10.2,4.4,1499,6112,1
Franklin County,IA,92.9,7.1,0.1,0,0,0,2256,2818,1
Franklin County,ID,54.8,45.2,19.2,3.3,0,0,325,5195,1
Franklin County,IL,76.7,23.3,2.1,0,0,0,7245,10253,1
Franklin County,IN,94,6,0,0,0,0,2907,7421,1
Franklin County,KS,61.1,38.9,22.6,7.3,0.5,0,3611,6893,1
Franklin County,KY,92.7,7.3,4.9,3.2,0,0,11535,11345,0
Franklin County,MA,71.4,28.6,21.7,13.6,2.2,0,27024,9338,0
Franklin County,ME,74.7,25.3,8.7,0.6,0,0,9292,6305,0
Franklin County,MO,63.3,36.7,21.3,7.6,0.8,0,16294,29271,1
Franklin County,MS,65.9,34.1,6.4,1.3,0,0,1706,2705,1
Franklin County,NC,64.8,35.2,4.8,0,0,0,13317,14480,1
Franklin County,NE,63.6,36.4,0.7,0.1,0,0,381,1110,1
Franklin County,NY,64.9,35.1,20.3,2.2,0,0,9065,5248,0
Franklin County,OH,96.7,3.3,0,0,0,0,325654,207941,0
Franklin County,PA,79.7,20.3,1,0,0,0,18910,43072,1
Franklin County,TN,72.6,27.4,17.4,8.8,2.8,0.2,5594,10252,1
Franklin County,TX,56.5,43.5,29.7,12.4,0.8,0,750,3446,1
Franklin County,VA,65.1,34.9,5.2,0,0,0,9082,16685,1
Franklin County,VT,65.4,34.6,15.6,2.7,0,0,12057,7405,0
Franklin County,WA,63.4,36.6,6.1,0,0,0,6876,11657,1
Franklin Parish,LA,57.9,42.1,24,11.1,1.9,0,2921,6294,1
Frederick County,MD,70.3,29.7,7.5,0,0,0,51187,55495,1
Frederick County,VA,86.6,13.4,0,0,0,0,12683,22851,1
Freeborn County,MN,99.2,0.8,0,0,0,0,9327,6970,0
Freestone County,TX,62.3,37.7,19.5,6,0,0,1848,5644,1
Fremont County,CO,38,62,39.3,21.4,3.9,0,6644,13087,1
Fremont County,IA,89,11,2.6,0,0,0,1636,1971,1
Fremont County,ID,74.3,25.7,3.8,0,0,0,810,4907,1
Fremont County,WY,90,10,0.1,0,0,0,5333,11072,1
Fresno County,CA,43.4,56.6,34.1,17.4,14.3,8.1,85862,91143,1
Frio County,TX,63.2,36.8,17.2,2.2,0,0,2376,1559,0
Frontier County,NE,69.1,30.9,0,0,0,0,381,1005,1
Fulton County,AR,61.2,38.8,25.5,14,6.8,0,1452,2949,1
Fulton County,GA,65,35,22.9,16.2,7.3,0,248479,133837,0
Fulton County,IL,78.9,21.1,0.1,0,0,0,8324,6622,0
Fulton County,IN,91.4,8.6,0.2,0,0,0,2621,5315,1
Fulton County,KY,80.5,19.5,6.4,1.7,0,0,1022,1425,1
Fulton County,NY,80.8,19.2,5.7,0,0,0,7916,9811,1
Fulton County,OH,91.9,8.1,0.6,0,0,0,8790,11521,1
Fulton County,PA,88.2,11.8,0.2,0,0,0,1297,4780,1
Furnas County,NE,66.8,33.2,0,0,0,0,422,1767,1
Gadsden County,FL,64.1,35.9,17.2,4,0,0,15768,6628,0
Gage County,NE,74.9,25.1,1.3,0,0,0,3870,5470,1
Gaines County,TX,61.2,38.8,24.2,9.9,0.8,0,535,3484,1
Gallatin County,IL,81.1,18.9,0.5,0,0,0,1028,1492,1
Gallatin County,KY,93.3,6.7,3.1,1.2,0,0,1238,1758,1
Gallatin County,MT,81.1,18.9,3.8,0.2,0,0,21534,24051,1
Gallia County,OH,93.6,6.4,0,0,0,0,3418,5912,1
Galveston County,TX,83.5,16.5,3.5,0,0,0,39162,68594,1
Garden County,NE,74,26,4,0,0,0,242,829,1
Garfield County,CO,38.1,61.9,42.6,32.8,9.6,0,10989,12159,1
Garfield County,MT,67.7,32.3,24.1,20.2,14,5,66,622,1
Garfield County,NE,78.8,21.2,4.2,0,0,0,147,762,1
Garfield County,OK,52,48,30.2,16.1,4.4,0,4732,15176,1
Garfield County,UT,39.5,60.5,41,30.4,15.9,0,306,1811,1
Garfield County,WA,65,35,10.3,0,0,0,335,912,1
Garland County,AR,65.2,34.8,20.7,5.7,2.5,0,13317,25031,1
Garrard County,KY,92,8,5.1,3.2,0,0,1661,5310,1
Garrett County,MD,96.9,3.1,0,0,0,0,2792,9102,1
Garvin County,OK,64.1,35.9,17.8,4.3,0.3,0,2556,6922,1
Garza County,TX,57.5,42.5,29,22.2,6.8,0,276,1262,1
Gasconade County,MO,64.3,35.7,18.1,3.1,0.2,0,2099,4895,1
Gaston County,NC,69.6,30.4,13.9,1.4,0,0,32903,55817,1
Gates County,NC,84,16,0,0,0,0,2745,2532,0
Geary County,KS,60.2,39.8,20.8,16.7,2.7,0,3158,4242,1
Geauga County,OH,90.4,9.6,1.2,0,0,0,19295,30104,1
Gem County,ID,52.9,47.1,17.6,0,0,0,1957,5311,1
Genesee County,MI,85.9,14.1,5,0,0,0,128972,71807,0
Genesee County,NY,74.8,25.2,12.8,7.6,4,0,8886,13701,1
Geneva County,AL,64.4,35.6,25,9.2,1.3,0,2039,9173,1
Gentry County,MO,59.8,40.2,18.7,9.8,6,0.8,937,1986,1
George County,MS,83.9,16.1,7,2.7,1.2,0,1352,8353,1
Georgetown County,SC,57.1,42.9,17.8,1.1,0,0,14119,16476,1
Gibson County,IN,77.1,22.9,1.4,0,0,0,4928,9487,1
Gibson County,TN,84.3,15.7,5.1,3,0,0,6564,12883,1
Gila County,AZ,25.7,74.3,48.2,25.8,17.5,2.6,6650,11525,1
Gilchrist County,FL,81.8,18.2,2.6,0,0,0,1885,5917,1
Giles County,TN,71.9,28.1,10.4,5.2,3,0,3759,6914,1
Giles County,VA,84.6,15.4,0.7,0,0,0,2730,4660,1
Gillespie County,TX,60.6,39.4,26.1,8,3.5,0,2055,10305,1
Gilliam County,OR,37,63,30.7,14.2,0,0,371,637,1
Gilmer County,GA,68,32,26.3,23.6,18.8,6,1955,8920,1
Gilmer County,WV,97.4,2.6,0,0,0,0,830,1580,1
Gilpin County,CO,45.6,54.4,25.5,0.6,0,0,1854,1320,0
Glacier County,MT,67.2,32.8,14.1,7.5,0.9,0,2784,1391,0
Glades County,FL,69.7,30.3,17.3,7.2,1.6,0,1603,2344,1
Gladwin County,MI,99.9,0.1,0,0,0,0,5760,6661,1
Glascock County,GA,46,54,21.1,4.3,3.5,0,176,1135,1
Glasscock County,TX,60.9,39.1,24.3,12.4,3.5,0,44,526,1
Glenn County,CA,54.1,45.9,27.4,0,0,0,3276,5608,1
Gloucester County,NJ,82.1,17.9,5,0,0,0,72960,58915,0
Gloucester County,VA,84.3,15.7,0,0,0,0,6764,12137,1
Glynn County,GA,54.2,45.8,14.7,6.1,0.1,0,11922,20853,1
Gogebic County,MI,93.2,6.8,0,0,0,0,4058,3444,0
Golden Valley County,MT,78.9,21.1,14.1,4.7,1,0,110,351,1
Golden Valley County,ND,38.3,61.7,27.7,10.8,6.9,0,161,740,1
Goliad County,TX,65.2,34.8,16.4,2.8,0.2,0,1127,2294,1
Gonzales County,TX,61.7,38.3,15.2,0.1,0,0,1773,4213,1
Goochland County,VA,66,34,9,0,0,0,4676,8448,1
Goodhue County,MN,97.8,2.2,0,0,0,0,12212,12986,1
Gooding County,ID,58.9,41.1,0,0,0,0,1287,3696,1
Gordon County,GA,63,37,26.8,24.3,17.3,6.5,3436,13174,1
Goshen County,WY,81.7,18.3,0.1,0,0,0,1458,4178,1
Gosper County,NE,66.5,33.5,0,0,0,0,230,732,1
Gove County,KS,63.8,36.2,17.3,0.3,0,0,174,1155,1
Grady County,GA,53.6,46.4,22.3,7.7,0,0,3419,5922,1
Grady County,OK,53.1,46.9,16.8,3.9,0,0,4780,14818,1
Grafton County,NH,71.7,28.3,13.6,3.9,0,0,29826,18207,0
Graham County,AZ,34.7,65.3,48,26,6.2,0,3608,8076,1
Graham County,KS,65.9,34.1,6.3,0,0,0,248,1044,1
Graham County,NC,70.3,29.7,23.4,16.2,8.2,1.9,1115,2743,1
Grainger County,TN,73.5,26.5,15.4,4.9,1.9,0,1668,5469,1
Grand County,CO,50,50,21.8,11.8,2.8,0,3575,4149,1
Grand County,UT,32.1,67.9,42.7,34.4,9.9,0,1678,1917,1
Grand Forks County,ND,73.9,26.1,2.6,0.9,0,0,14008,15044,1
Grand Isle County,VT,69.6,30.4,21.5,1.7,0,0,2531,1471,0
Grand Traverse County,MI,94.6,5.4,0.2,0,0,0,20875,26532,1
Granite County,MT,64.3,35.7,14.1,1.1,0,0,533,1107,1
Grant County,AR,69.9,30.1,14.8,5.7,1.8,0,1467,4829,1
Grant County,IN,99.3,0.7,0,0,0,0,9589,15148,1
Grant County,KS,60.6,39.4,32.8,26.7,9.6,2.8,437,1742,1
Grant County,KY,93,7,3.6,2,0,0,2810,5664,1
Grant County,MN,90.1,9.9,1.4,0,0,0,1647,1748,1
Grant County,ND,56.7,43.3,33.6,11.3,5.1,0.1,331,1012,1
Grant County,NE,90.5,9.5,0.8,0,0,0,30,322,1
Grant County,NM,38.2,61.8,40.2,18.5,2,0,7009,5286,0
Grant County,OK,52.9,47.1,26.1,15.2,6.6,0,393,1674,1
Grant County,OR,32.8,67.2,47.3,22.6,2.2,0,834,2848,1
Grant County,SD,87.3,12.7,2.7,0,0,0,1493,2034,1
Grant County,WA,52.8,47.2,0.6,0,0,0,8746,17570,1
Grant County,WI,92.5,7.5,0.5,0,0,0,13574,10255,0
Grant County,WV,91.7,8.3,0,0,0,0,713,3775,1
Grant Parish,LA,62.5,37.5,17.8,6.1,1.3,0,1421,7082,1
Granville County,NC,65.9,34.1,14.5,0,0,0,13529,12332,0
Gratiot County,MI,91,9,0.2,0,0,0,7606,8236,1
Graves County,KY,83.8,16.2,5.6,1.9,0,0,4547,10699,1
Gray County,KS,56.8,43.2,34.6,21.6,8.5,1.6,304,1568,1
Gray County,TX,47.8,52.2,31.4,20.4,14.8,5.1,885,6428,1
Grays Harbor County,WA,62.2,37.8,20,8.7,0,0,15692,11743,0
Grayson County,KY,91.5,8.5,5.1,3.2,0,0,2744,6404,1
Grayson County,TX,60.7,39.3,14,4.9,0,0,10665,30907,1
Grayson County,VA,76.6,23.4,8.4,0,0,0,2094,4801,1
Greeley County,KS,59.9,40.1,29,7.9,0,0,112,539,1
Greeley County,NE,76.6,23.4,6.6,0,0,0,340,820,1
Green County,KY,89.9,10.1,5.1,3.4,0.1,0,1165,3634,1
Green County,WI,95,5,0,0,0,0,11196,7848,0
Green Lake County,WI,95,5,0,0,0,0,3790,5779,1
Greenbrier County,WV,87.8,12.2,0,0,0,0,4681,7873,1
Greene County,AL,64.5,35.5,24,12.8,7.3,0,4514,799,0
Greene County,AR,75.3,24.7,15.4,2.2,0,0,3998,9066,1
Greene County,GA,51.1,48.9,25.5,12.7,8.9,5.4,3195,5067,1
Greene County,IA,85.3,14.7,3.8,0,0,0,2369,2373,1
Greene County,IL,63.1,36.9,12.3,0.5,0,0,2023,3446,1
Greene County,IN,90.1,9.9,0.1,0,0,0,4340,8457,1
Greene County,MO,56.1,43.9,16,2.7,0.3,0,46130,76786,1
Greene County,MS,84.1,15.9,6.5,4.1,1.5,0,1325,4528,1
Greene County,NC,84.3,15.7,0,0,0,0,3761,4393,1
Greene County,NY,67.6,32.4,16.5,0.8,0,0,7911,9935,1
Greene County,OH,96.2,3.8,0,0,0,0,31028,48683,1
Greene County,PA,99.7,0.3,0,0,0,0,5564,7985,1
Greene County,TN,74.9,25.1,10.4,2.1,0.3,0,6216,17234,1
Greene County,VA,64.7,35.3,15.7,0,0,0,3284,5558,1
Greenlee County,AZ,32.2,67.8,46.5,30.2,9.5,0,1310,1590,1
Greensville County,VA,71.8,28.2,3.4,0,0,0,3135,1766,0
Greenup County,KY,91.9,8.1,2.7,0,0,0,6027,8855,1
Greenville County,SC,67.8,32.2,19.5,13.1,5,0,67378,120514,1
Greenwood County,KS,65.6,34.4,13.9,5.9,0,0,653,1986,1
Greenwood County,SC,50.9,49.1,27.7,7.5,1.8,0,11884,16290,1
Greer County,OK,54.1,45.9,32,25.3,19.1,2,488,1344,1
Gregg County,TX,63.8,36.2,22.1,7.2,0.3,0,12336,28665,1
Gregory County,SD,76.6,23.4,6.5,1.8,0,0,599,1507,1
Grenada County,MS,71.4,28.6,15.6,6.6,1.7,0,5279,5980,1
Griggs County,ND,69.3,30.7,1.9,0,0,0,535,770,1
Grimes County,TX,86.9,13.1,0.5,0,0,0,2339,6141,1
Grundy County,IA,94.4,5.6,0,0,0,0,2615,4205,1
Grundy County,IL,90.9,9.1,0.1,0,0,0,9319,11198,1
Grundy County,MO,48.3,51.7,24.2,10.4,6.8,1.5,1212,3030,1
Grundy County,TN,72.8,27.2,13.9,7.2,2.3,0,1637,2502,1
Guadalupe County,NM,43.6,56.4,32,24.2,12.4,0,1388,518,0
Guadalupe County,TX,60.3,39.7,17,1.4,0,0,15654,32959,1
Guernsey County,OH,91.1,8.9,0.3,0,0,0,7226,8811,1
Guilford County,NC,63.9,36.1,11.9,0,0,0,145483,103964,0
Gulf County,FL,68.5,31.5,22.4,4.5,0,0,2013,4995,1
Gunnison County,CO,43.9,56.1,39.6,31.3,19.2,1.4,4563,3106,0
Guthrie County,IA,85.1,14.9,0.6,0,0,0,2565,3164,1
Gwinnett County,GA,64.2,35.8,24.2,20.3,8,0,131879,159563,1
Haakon County,SD,29.7,70.3,46.2,20.8,5.3,0,138,940,1
Habersham County,GA,64,36,26.6,21.6,17.7,3.9,2297,12148,1
Hale County,AL,63.9,36.1,20.9,10.9,5.2,0.2,5401,3205,0
Hale County,TX,60,40,28.9,23.9,6.5,0.3,2228,6417,1
Halifax County,NC,74.5,25.5,1.5,0,0,0,16931,8686,0
Halifax County,VA,65.1,34.9,18.7,0,0,0,7760,8699,1
Hall County,GA,65,35,27.1,22.5,8.9,2.5,12489,45918,1
Hall County,NE,68.4,31.6,2.6,0,0,0,6971,12412,1
Hall County,TX,54.1,45.9,26.2,15.9,9.8,0.1,265,832,1
Hamblen County,TN,72,28,13.6,4.9,1.8,0,5229,14515,1
Hamilton County,FL,63.6,36.4,13.6,1.6,0,0,2226,3137,1
Hamilton County,IA,86.8,13.2,2.8,0,0,0,3776,3986,1
Hamilton County,IL,76.9,23.1,0,0,0,0,1266,2566,1
Hamilton County,IN,92.2,7.8,0,0,0,0,43794,90740,1
Hamilton County,KS,60.1,39.9,29.9,17.5,3.8,0,159,678,1
Hamilton County,NE,78.8,21.2,0,0,0,0,1136,3582,1
Hamilton County,NY,69.8,30.2,13.5,0.1,0,0,955,1652,1
Hamilton County,OH,96.3,3.7,0,0,0,0,208508,188653,0
Hamilton County,TN,70.4,29.6,24.4,17.7,10.9,5.2,58794,79877,1
Hamilton County,TX,72,28,13.5,4.2,0.6,0,591,2918,1
Hamlin County,SD,87,13,0.3,0,0,0,921,1803,1
Hampden County,MA,70.1,29.9,22.2,19.9,5.9,0,122571,72318,0
Hampshire County,MA,70.5,29.5,21.6,19.8,6.6,0,56552,21366,0
Hampshire County,WV,92.5,7.5,0,0,0,0,2294,5514,1
Hampton County,SC,47.1,52.9,22,3.1,0,0,5814,3310,0
Hancock County,GA,44,56,21.5,10.7,6,2.4,3301,764,0
Hancock County,IA,96.3,3.7,0,0,0,0,2506,3306,1
Hancock County,IL,70.9,29.1,9.6,1.2,0,0,3246,4810,1
Hancock County,IN,97.8,2.2,0,0,0,0,9303,22750,1
Hancock County,KY,91.5,8.5,4.5,0.6,0,0,1833,2212,1
Hancock County,ME,54.8,45.2,21.4,3.5,0,0,17533,12398,0
Hancock County,MS,80.7,19.3,4.5,1.3,0,0,3879,12859,1
Hancock County,OH,89.4,10.6,3.2,0,0,0,12192,22077,1
Hancock County,TN,82.1,17.9,7.1,3.1,1.5,0,475,1527,1
Hancock County,WV,95.2,4.8,0,0,0,0,4571,7159,1
Hand County,SD,49.6,50.4,14.2,3.4,0,0,575,1242,1
Hanover County,VA,73.9,26.1,3.4,0,0,0,18283,39920,1
Hansford County,TX,59.7,40.3,24.1,16.2,10.5,1.9,158,1787,1
Hanson County,SD,80.1,19.9,3.9,0,0,0,760,1627,1
Haralson County,GA,61.8,38.2,29.1,21.7,10.2,7,1787,8439,1
Hardee County,FL,79.1,20.9,10.8,6.3,2.2,0,2461,4694,1
Hardeman County,TN,78.2,21.8,7.5,2.3,0,0,5479,4864,0
Hardeman County,TX,53,47,35.3,27.9,18.5,1.8,302,1176,1
